Date,Open,High,Low,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,Close
2008-02-26,61.18404769897461,61.877071380615234,60.88703536987305,34.93218994140625,59821230,58.0407,65.7439,58.0407,3.8147,65.6701,50.4113,60.02444034742247,58.77240311266294,1.252037234759527,1.071420647295609,0.18061658746391807,61.77806854248047
2008-02-27,62.17407989501953,62.96610641479492,62.075077056884766,35.60396194458008,94417042,58.7337,76.5151,58.7337,3.3348,65.4033,52.0641,60.477004357787465,59.08304780170975,1.3939565560777112,1.1359278290520294,0.2580287270256818,62.96610641479492
2008-02-29,61.97607421875,62.867103576660156,60.98603820800781,34.48434066772461,64072603,59.2584,69.6296,59.2584,2.7428,64.744,53.7728,60.555317257821365,59.22401005402813,1.3313072037932372,1.175003704000271,0.1563034997929662,60.98603820800781
2008-03-03,59.50099182128906,60.095008850097656,59.40198516845703,33.98050308227539,47462048,59.6049,63.8889,59.6049,2.3407,64.2863,54.9235,60.48450057971002,59.28852848336661,1.1959720963434108,1.179197382468899,0.016774713874511793,60.095008850097656
2008-03-04,59.50099182128906,62.37208557128906,59.50099182128906,35.21209716796875,74207617,59.9713,64.4531,59.9713,2.1379,64.2471,55.6955,60.75966706485529,59.50960657594348,1.2500604889118136,1.193370003757482,0.05669048515433173,62.2730827331543
2008-03-05,62.867103576660156,62.867103576660156,61.877071380615234,35.4360237121582,70510771,60.4217,68.4211,60.4217,1.6259,63.6735,57.1699,61.053425654937655,59.74364297034697,1.3097826845906866,1.2166525399241228,0.09313014466656377,62.669097900390625
2008-03-06,62.867103576660156,64.2531509399414,62.867103576660156,36.33172607421875,64834194,60.8128,66.8085,60.8128,1.5548,63.9224,57.7032,61.54569108339977,60.07768059772433,1.4680104856754355,1.2669241290743853,0.20108635660105012,64.2531509399414
2008-03-07,62.96610641479492,63.85713577270508,62.669097900390625,35.8278923034668,53416394,61.1197,63.1356,61.1197,1.4079,63.9355,58.3039,61.825141929343076,60.32097252248781,1.5041694068552687,1.3143731846305622,0.1897962222247065,63.36212158203125
2008-03-10,62.2730827331543,62.2730827331543,60.39202117919922,34.260414123535156,60318183,61.184,52.6749,61.184,1.3487,63.8814,58.4866,61.635124225670104,60.340902473078984,1.2942217525911204,1.310342898222674,-0.016121145631553535,60.59002685546875
2008-03-11,59.99600601196289,61.77806854248047,59.99600601196289,34.93218994140625,43667225,61.2335,52.0833,61.2335,1.3516,63.9367,58.5303,61.65711565902554,60.44735921896057,1.2097564400649716,1.2902256065911335,-0.08046916652616187,61.77806854248047
2008-03-12,63.36212158203125,63.56012725830078,62.47108840942383,35.71592712402344,47048930,61.4217,57.9167,61.4217,1.345,64.1117,58.7317,61.8889612639546,60.64860017244975,1.2403610915048517,1.2802527035738773,-0.039891612069025584,63.16411209106445
2008-03-13,62.075077056884766,62.867103576660156,60.88703536987305,34.70826721191406,42630896,61.5256,54.0856,61.5256,1.2496,64.0248,59.0264,61.81097543492222,60.702930039323405,1.1080453955988148,1.2458112419788647,-0.13776584638004996,61.38205337524414
2008-03-14,61.877071380615234,61.97607421875,59.99600601196289,34.204444885253906,45962098,61.4811,48.1633,61.4811,1.2707,64.0225,58.9397,61.60790598606249,60.68723329695381,0.9206726891086774,1.1807835314048272,-0.2601108422961498,60.491024017333984
2008-03-17,59.40198516845703,59.698997497558594,58.9069709777832,33.53266906738281,91075740,61.4019,46.8254,61.4019,1.3562,64.1143,58.6895,61.25330234671784,60.58469618831444,0.6686061584033993,1.0783480568045416,-0.4097418984011423,59.302982330322266
2008-03-18,59.302982330322266,59.99600601196289,58.9069709777832,33.53266906738281,47983242,61.3969,49.789,61.3969,1.364,64.1249,58.6689,60.953253113426214,60.48975442105576,0.4634986923704574,0.9553781839177249,-0.4918794915472675,59.302982330322266
2008-03-19,60.88703536987305,61.481056213378906,60.19401550292969,34.764251708984375,43634903,61.4266,51.2295,61.4266,1.3588,64.1442,58.709,61.03445359034201,60.56318418345006,0.47126940689194896,0.8585564285125697,-0.3872870216206208,61.481056213378906
2008-03-20,61.085044860839844,62.2730827331543,60.39202117919922,35.044166564941406,54806246,61.5009,53.0612,61.5009,1.3455,64.1919,58.8099,61.17931830240477,60.66784270458339,0.5114755978213807,0.789140262374332,-0.27766466455295125,61.97607421875
2008-03-21,62.96610641479492,64.2531509399414,62.96610641479492,36.27573776245117,102541013,61.6444,55.5985,61.6444,1.4686,64.5816,58.7072,61.636983838513174,60.92608726625198,0.7108965722611913,0.773491524351704,-0.06259495209051269,64.15414428710938
2008-03-24,68.60929870605469,68.60929870605469,66.62922668457031,37.73124313354492,131630948,61.9662,61.8182,61.9662,1.8198,65.6058,58.3266,62.42025299218844,61.35587586411497,1.0643771280734668,0.8316686450960566,0.2327084829774102,66.72823333740234
2008-03-25,66.72823333740234,66.72823333740234,65.73819732666016,37.61928939819336,88833390,62.2632,60.9489,62.2632,2.0532,66.3696,58.1568,63.05255678741065,61.73916118241259,1.313395604998064,0.9280140370764582,0.3853815679216057,66.53022766113281
2008-03-26,65.14418029785156,66.33222198486328,64.84716796875,37.507320404052734,54853719,62.4909,58.7121,62.4909,2.2406,66.9721,58.0097,63.557120663941824,62.07938790852005,1.4777327554217763,1.037957780745522,0.43977497467625426,66.33222198486328
